Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,C,Baya.LCH.C,BA,0.161
Baya,C,Baya.LCH.C,BA,0.39
Baya,C,Baya.LCH.C,BA,0.287
Baya,C,Baya.LCH.C,BA,0.338
Baya,C,Baya.LCH.C,BA,0.317
Baya,C,Baya.LCH.C,BA,0.206
Baya,C,Baya.LCH.C,BB,0.093
Baya,C,Baya.LCH.C,BB,0.395
Baya,C,Baya.LCH.C,BB,0.317
Baya,C,Baya.LCH.C,BB,0.298
Baya,C,Baya.LCH.C,BB,0.21
Baya,C,Baya.LCH.C,BB,0.22
Baya,C,Baya.LCH.C,BC,0.319
Baya,C,Baya.LCH.C,BC,0.258
Baya,C,Baya.LCH.C,BC,0.198
Baya,C,Baya.LCH.C,BC,0.339
Baya,C,Baya.LCH.C,BC,0.255
Baya,C,Baya.LCH.C,BC,0.222
Baya,C,Baya.LCH.C,BL,0.182
Baya,C,Baya.LCH.C,BL,0.336
Baya,C,Baya.LCH.C,BL,0.267
Baya,C,Baya.LCH.C,BL,0.221
Baya,C,Baya.LCH.C,BL,0.274
Baya,C,Baya.LCH.C,BL,0.268
Baya,C,Baya.LCH.C,BRR,0.166
Baya,C,Baya.LCH.C,BRR,0.323
Baya,C,Baya.LCH.C,BRR,0.244
Baya,C,Baya.LCH.C,BRR,0.237
Baya,C,Baya.LCH.C,BRR,0.149
Baya,C,Baya.LCH.C,BRR,0.317
Baya,C,Baya.LCH.C,GBLUP,0.161
Baya,C,Baya.LCH.C,GBLUP,0.226
Baya,C,Baya.LCH.C,GBLUP,0.349
Baya,C,Baya.LCH.C,GBLUP,0.244
Baya,C,Baya.LCH.C,GBLUP,0.271
Baya,C,Baya.LCH.C,GBLUP,0.176
Baya,C,Baya.LCH.C,EGBLUP,0.254
Baya,C,Baya.LCH.C,EGBLUP,0.107
Baya,C,Baya.LCH.C,EGBLUP,0.34
Baya,C,Baya.LCH.C,EGBLUP,0.204
Baya,C,Baya.LCH.C,EGBLUP,0.265
Baya,C,Baya.LCH.C,EGBLUP,0.363
Baya,C,Baya.LCH.C,RKHS,0.21
Baya,C,Baya.LCH.C,RKHS,0.254
Baya,C,Baya.LCH.C,RKHS,0.293
Baya,C,Baya.LCH.C,RKHS,0.242
Baya,C,Baya.LCH.C,RKHS,0.161
Baya,C,Baya.LCH.C,RKHS,0.133
Baya,H,Baya.LCH.H,BA,0.199
Baya,H,Baya.LCH.H,BA,0.296
Baya,H,Baya.LCH.H,BA,0.241
Baya,H,Baya.LCH.H,BA,0.279
Baya,H,Baya.LCH.H,BA,0.171
Baya,H,Baya.LCH.H,BA,0.232
Baya,H,Baya.LCH.H,BB,0.224
Baya,H,Baya.LCH.H,BB,0.225
Baya,H,Baya.LCH.H,BB,0.192
Baya,H,Baya.LCH.H,BB,0.305
Baya,H,Baya.LCH.H,BB,0.233
Baya,H,Baya.LCH.H,BB,0.121
Baya,H,Baya.LCH.H,BC,0.206
Baya,H,Baya.LCH.H,BC,0.242
Baya,H,Baya.LCH.H,BC,0.183
Baya,H,Baya.LCH.H,BC,0.246
Baya,H,Baya.LCH.H,BC,0.196
Baya,H,Baya.LCH.H,BC,0.322
Baya,H,Baya.LCH.H,BL,0.141
Baya,H,Baya.LCH.H,BL,0.218
Baya,H,Baya.LCH.H,BL,0.311
Baya,H,Baya.LCH.H,BL,0.271
Baya,H,Baya.LCH.H,BL,0.176
Baya,H,Baya.LCH.H,BL,0.269
Baya,H,Baya.LCH.H,BRR,0.256
Baya,H,Baya.LCH.H,BRR,0.178
Baya,H,Baya.LCH.H,BRR,0.265
Baya,H,Baya.LCH.H,BRR,0.099
Baya,H,Baya.LCH.H,BRR,0.259
Baya,H,Baya.LCH.H,BRR,0.237
Baya,H,Baya.LCH.H,GBLUP,0.201
Baya,H,Baya.LCH.H,GBLUP,0.292
Baya,H,Baya.LCH.H,GBLUP,0.148
Baya,H,Baya.LCH.H,GBLUP,0.254
Baya,H,Baya.LCH.H,GBLUP,0.281
Baya,H,Baya.LCH.H,GBLUP,0.159
Baya,H,Baya.LCH.H,EGBLUP,0.21
Baya,H,Baya.LCH.H,EGBLUP,0.244
Baya,H,Baya.LCH.H,EGBLUP,0.249
Baya,H,Baya.LCH.H,EGBLUP,0.153
Baya,H,Baya.LCH.H,EGBLUP,0.283
Baya,H,Baya.LCH.H,EGBLUP,0.265
Baya,H,Baya.LCH.H,RKHS,0.247
Baya,H,Baya.LCH.H,RKHS,0.329
Baya,H,Baya.LCH.H,RKHS,0.102
Baya,H,Baya.LCH.H,RKHS,0.279
Baya,H,Baya.LCH.H,RKHS,0.201
Baya,H,Baya.LCH.H,RKHS,0.252
Baya,L,Baya.LCH.L,BA,0.134
Baya,L,Baya.LCH.L,BA,0.281
Baya,L,Baya.LCH.L,BA,0.211
Baya,L,Baya.LCH.L,BA,0.251
Baya,L,Baya.LCH.L,BA,0.218
Baya,L,Baya.LCH.L,BA,0.233
Baya,L,Baya.LCH.L,BB,0.173
