Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,C,Baya.LCH.C,BA,0.295
Baya,C,Baya.LCH.C,BA,0.327
Baya,C,Baya.LCH.C,BA,0.326
Baya,C,Baya.LCH.C,BA,0.326
Baya,C,Baya.LCH.C,BA,0.233
Baya,C,Baya.LCH.C,BA,0.33
Baya,C,Baya.LCH.C,BB,0.192
Baya,C,Baya.LCH.C,BB,0.295
Baya,C,Baya.LCH.C,BB,0.127
Baya,C,Baya.LCH.C,BB,0.208
Baya,C,Baya.LCH.C,BB,0.35
Baya,C,Baya.LCH.C,BB,0.227
Baya,C,Baya.LCH.C,BC,0.327
Baya,C,Baya.LCH.C,BC,0.274
Baya,C,Baya.LCH.C,BC,0.225
Baya,C,Baya.LCH.C,BC,0.243
Baya,C,Baya.LCH.C,BC,0.243
Baya,C,Baya.LCH.C,BC,0.397
Baya,C,Baya.LCH.C,BL,0.35
Baya,C,Baya.LCH.C,BL,0.366
Baya,C,Baya.LCH.C,BL,0.229
Baya,C,Baya.LCH.C,BL,0.408
Baya,C,Baya.LCH.C,BL,0.234
Baya,C,Baya.LCH.C,BL,0.244
Baya,C,Baya.LCH.C,BRR,0.344
Baya,C,Baya.LCH.C,BRR,0.243
Baya,C,Baya.LCH.C,BRR,0.304
Baya,C,Baya.LCH.C,BRR,0.234
Baya,C,Baya.LCH.C,BRR,0.283
Baya,C,Baya.LCH.C,BRR,0.337
Baya,C,Baya.LCH.C,GBLUP,0.372
Baya,C,Baya.LCH.C,GBLUP,0.255
Baya,C,Baya.LCH.C,GBLUP,0.243
Baya,C,Baya.LCH.C,GBLUP,0.365
Baya,C,Baya.LCH.C,GBLUP,0.345
Baya,C,Baya.LCH.C,GBLUP,0.249
Baya,C,Baya.LCH.C,EGBLUP,0.376
Baya,C,Baya.LCH.C,EGBLUP,0.305
Baya,C,Baya.LCH.C,EGBLUP,0.163
Baya,C,Baya.LCH.C,EGBLUP,0.195
Baya,C,Baya.LCH.C,EGBLUP,0.285
Baya,C,Baya.LCH.C,EGBLUP,0.197
Baya,C,Baya.LCH.C,RKHS,0.197
Baya,C,Baya.LCH.C,RKHS,0.259
Baya,C,Baya.LCH.C,RKHS,0.229
Baya,C,Baya.LCH.C,RKHS,0.277
Baya,C,Baya.LCH.C,RKHS,0.251
Baya,C,Baya.LCH.C,RKHS,0.097
Baya,H,Baya.LCH.H,BA,0.229
Baya,H,Baya.LCH.H,BA,0.223
Baya,H,Baya.LCH.H,BA,0.179
Baya,H,Baya.LCH.H,BA,0.337
Baya,H,Baya.LCH.H,BA,0.151
Baya,H,Baya.LCH.H,BA,0.299
Baya,H,Baya.LCH.H,BB,0.306
Baya,H,Baya.LCH.H,BB,0.301
Baya,H,Baya.LCH.H,BB,0.079
Baya,H,Baya.LCH.H,BB,0.23
Baya,H,Baya.LCH.H,BB,-0.079
